daytime,damping,flu_pearson,flu_pearson_p,flu_spearman,flu_spearman_p,ev_pearson,ev_pearson_p,ev_spearman,ev_spearman_p,sars_pearson,sars_pearson_p,sars_spearman,sars_spearman_p
0.0,0.05,0.7586381146217234,2.7218695475107117e-67,0.672457914281185,8.473235004603696e-48,0.7269009986876712,3.0270953432751723e-59,0.7644055953797845,6.88269913028728e-69,0.6351613314276168,2.837137918580198e-41,0.470028392691894,8.406468045850345e-21
0.0,0.1,0.7589424011469097,2.247663764422383e-67,0.6722588343919338,9.234527453896923e-48,0.7268059529532895,3.1871957898375516e-59,0.7643389981524266,7.185576245388163e-69,0.6349156360145556,3.1110284190721766e-41,0.4701381959474851,8.211346115065803e-21
0.0,0.15,0.7592246204457018,1.8815422534110317e-67,0.6723120065399438,9.024800705266704e-48,0.7266519752040795,3.4645707604741684e-59,0.7640821231326178,8.482874912133134e-69,0.6346313256814693,3.460769603573153e-41,0.4703857049312947,7.787726699880052e-21
0.0,0.2,0.7594762339812346,1.6053904845924043e-67,0.6727751233224794,7.386721924415577e-48,0.7264248896319976,3.9178862169809005e-59,0.7635603759104191,1.1875920585569306e-68,0.6343012484661137,3.9158750976266324e-41,0.4707295677774147,7.23470488986418e-21
0.0,0.25,0.7596860877575462,1.4061225127815904e-67,0.6735147633338477,5.3604201371091455e-48,0.7261066465103959,4.653724726977677e-59,0.7632457281405837,1.4541430475782964e-68,0.6339165460850941,4.52149973860144e-41,0.4710049792338517,6.81982114682655e-21
0.0,0.3,0.7598394981761889,1.2761718870219338e-67,0.6733990192121901,5.636595090576486e-48,0.7256740255963697,5.878216697234095e-59,0.7631669972568956,1.5296424301764532e-68,0.6334661293507137,5.349242904706948e-41,0.47109410655648876,6.690645051545226e-21
0.0,0.35,0.759916954264362,1.2151615597929179e-67,0.6733863925807366,5.66756335822742e-48,0.7250968040359724,8.022236564095327e-59,0.7631647911375629,1.5318130972250425e-68,0.6329359482478467,6.517436932111292e-41,0.4713115049583264,6.3855799214786256e-21
0.0,0.4,0.7598922414347657,1.2343060684492757e-67,0.6728085137478788,7.280714659270708e-48,0.7243351169765609,1.2077503646141353e-58,0.7622229160649309,2.802366576299258e-68,0.6323079557707683,8.231363096119539e-41,0.47098229592876617,6.853087169902979e-21
0.0,0.45,0.7597296723040055,1.3679228924742436e-67,0.6731501342766502,6.279116775988738e-48,0.7233355704416586,2.061774139771604e-58,0.7611044135632193,5.720791132229891e-68,0.6315586031223509,1.086816584562186e-40,0.47116235720895855,6.593358151983354e-21
0.0,0.5,0.7593799019062142,1.7060129372143333e-67,0.672809215227404,7.27850386083472e-48,0.7220253696872811,4.141410588633271e-58,0.7602157611194901,1.0057358123574608e-67,0.6306565964753629,1.5170061443716019e-40,0.47132254550504943,6.370458186441652e-21
0.0,0.55,0.7587734287518353,2.4998420169088603e-67,0.6728186150530416,7.248943263699572e-48,0.720303184481153,1.0295907099738092e-57,0.758023154267639,4.00412933932034e-67,0.6295594501625755,2.2725229813244902e-40,0.47171398307068513,5.856523306652532e-21
0.0,0.6,0.7578101750985123,4.575621735955983e-67,0.6720224357919423,1.0226960923500311e-47,0.7180244341105662,3.3997904843545985e-57,0.7566928643099823,9.19261025531349e-67,0.6282079995150271,3.730339684749979e-40,0.4717432907038046,5.8197303285982645e-21
0.0,0.65,0.7563421367193446,1.1434303064022058e-66,0.6714076591360589,1.3330417800032057e-47,0.7149765681101624,1.6495609307557225e-56,0.7538586903796717,5.305065057456877e-66,0.62651728955334,6.910867029990891e-40,0.47114288569928336,6.620970619082033e-21
0.0,0.7,0.7541431366375679,4.4540795770278133e-66,0.6710393823853303,1.561921228011996e-47,0.7108353351233616,1.3647070286170467e-55,0.7509930792488692,3.0473087010341605e-65,0.6243606528200615,1.5091507565615425e-39,0.4712169577309344,6.516532757166012e-21
0.0,0.75,0.7508529907934088,3.317158624959835e-65,0.6690648578178039,3.6385599298810507e-47,0.7050821329138397,2.4173683343764077e-54,0.7483786899570851,1.4709494755434168e-64,0.6215400531191102,4.153169070608215e-39,0.47006171506927624,8.346776135426882e-21
0.0,0.8,0.7458664396626281,6.556294333812246e-64,0.6651632286986545,1.898451879241707e-46,0.6968333545831231,1.3222744966806663e-52,0.7431472916068096,3.240490276763799e-63,0.6177260547116739,1.606176530605182e-38,0.4682424337065294,1.2302388789290093e-20
0.0,0.85,0.7380877293733981,6.008695933123765e-62,0.6587183154129485,2.7549484899871066e-45,0.6844402770628925,4.207579400651248e-50,0.7341518400274633,5.56086118854688e-61,0.6123212031814359,1.0581924370546846e-37,0.4634080794023221,3.410405134138974e-20
0.0,0.9,0.7252886430600924,7.235191650653094e-59,0.6479231067037766,2.104207171848709e-43,0.6643388900028595,2.6828912593139343e-46,0.7174298691324849,4.6341410512039067e-57,0.6040842305973795,1.747526596550878e-36,0.45698328415835493,1.2898147324928189e-19
0.0,0.95,0.7017170619227879,1.2576876882285942e-53,0.6190844416474705,9.942727311928948e-39,0.626134427368302,7.942257986062323e-40,0.6764849837286714,1.4651748125183375e-48,0.5895803730384237,2.008017181722361e-34,0.4404174456434394,3.507617994042002e-18
